DomesticG,RDate,PBudget,WorldwideG,Title
"$7,219,578",10/8/2001,"$15,000,000","$11,919,578",Mulholland Drive
"$6,409,528",8/20/2008,"$15,000,000","$8,767,338",The Rocker
"$6,380,019",8/21/2009,"$15,000,000","$6,561,243",Post Grad
"$5,306,706",6/19/2009,"$15,000,000","$35,106,706",Whatever Works
"$5,217,498",7/19/2000,"$15,000,000","$5,217,498",The In Crowd
"$5,027,684",12/14/2005,"$15,000,000","$13,454,474",Los tres entierros de Melquiades Estrada
"$4,956,401",9/24/1999,"$15,000,000","$4,956,401",Jakob the Liar
"$4,604,982",9/28/2007,"$15,000,000","$65,261,291",Se jie
"$4,235,837",10/21/2005,"$15,000,000","$16,829,464","Kiss Kiss, Bang Bang"
"$4,023,741",4/30/1999,"$15,000,000","$4,023,741",Idle Hands
"$3,703,046",10/30/2015,"$15,000,000","$14,947,243",Scout's Guide to the Zombie Apocalypse
"$3,526,588",1/26/2007,"$15,000,000","$6,551,310",Blood and Chocolate
"$3,247,816",9/22/2010,"$15,000,000","$34,247,816",You Will Meet a Tall Dark Stranger
"$2,434,652",9/15/2010,"$15,000,000","$11,173,718",Never Let Me Go
"$2,281,585",12/25/2003,"$15,000,000","$3,396,508",The Company
"$2,203,641",7/18/2008,"$15,000,000","$6,379,575",Transsiberian
"$1,954,202",10/22/1999,"$15,000,000","$1,954,202",Crazy in Alabama
"$1,953,732",1/17/1986,"$15,000,000","$1,953,732",The Clan of the Cave Bear
"$1,294,640",3/14/2008,"$15,000,000","$8,200,127",Funny Games
"$1,200,216",6/2/2006,"$15,000,000","$11,599,903",Banlieue 13
"$824,295",11/12/1999,"$15,000,000","$1,970,268",Felicia's Journey
"$673,414",1/25/2002,"$15,000,000","$1,405,032",Metropolis
"$632,542",10/16/2015,"$15,000,000","$6,832,542",Nie yin niang
"$529,766",12/1/1995,"$15,000,000","$529,766",Things to Do in Denver when You're Dead
"$528,731",4/26/2013,"$15,000,000","$528,731",The Reluctant Fundamentalist
"$501,752",2/6/2004,"$15,000,000","$5,953,886",The Return
"$353,743",7/25/2003,"$15,000,000","$353,743",Buffalo Soldiers
"$220,944",4/25/2003,"$15,000,000","$220,944",Steal (Canadian Release)
"$123,570",8/27/2010,"$15,000,000","$7,885,048",Centurion
"$102,458",10/23/2009,"$15,000,000","$7,583,050",Ong-Bak 2
"$76,382",12/31/1996,"$15,000,000","$76,382",Silent Trigger
"$73,548",8/1/2008,"$15,000,000","$1,590,246",Midnight Meat Train
"$61,847",9/6/2013,"$15,000,000","$61,847",Winnie Mandela
"$30,680",11/4/2011,"$15,000,000","$1,148,578",The Son of No One
"$22,723",10/25/2002,"$15,000,000","$22,723",All the Queen's Men
"$22,441",10/5/2007,"$15,000,000","$22,441",The Good Night
$0,12/6/2013,"$15,000,000","$20,898,221",Khumba
$0,5/5/2015,"$15,000,000","$17,224,539",A Few Best Men
$0,12/31/2015,"$15,000,000","$3,439,835",Chiamatemi Francesco - Il papa della gente
$0,12/31/2008,"$15,000,000","$3,436,763",Bathory
$0,12/31/2005,"$15,000,000","$909,822",Dungeons & Dragons: Wrath of the Dragon God
$0,10/10/2014,"$15,000,000","$29,050",Automata
$0,9/1/2015,"$15,000,000","$3,471",Broken Horses
$0,6/29/2001,"$15,000,000",$0,Pandaemonium
$0,2/5/2010,"$15,000,000",$0,Shinjuku Incident
$0,2/17/2017,"$15,000,000",$0,In Dubious Battle
"$70,906,973",2/12/1993,"$14,600,000","$70,906,973",Groundhog Day
"$66,013,057",7/1/2015,"$14,500,000","$123,709,460",Magic Mike XXL
"$46,338,728",11/1/1996,"$14,500,000","$147,542,381",Romeo+Juliet
"$7,691,700",7/22/2011,"$14,500,000","$25,480,031",Elle s'appelait Sarah
$0,6/5/2015,"$14,500,000","$565,801",Freedom
"$101,157,447",8/7/1992,"$14,400,000","$159,157,447",Unforgiven
"$74,205",1/27/2006,"$14,200,000","$543,306",Manderlay
"$178,406,268",3/23/1990,"$14,000,000","$432,645,872",Pretty Woman
"$156,645,693",9/18/1987,"$14,000,000","$320,100,000",Fatal Attraction
"$141,319,928",11/12/2008,"$14,000,000","$384,519,665",Slumdog Millionaire
"$116,000,000",12/17/1974,"$14,000,000","$139,700,000",Towering Inferno
"$109,306,210",5/25/1988,"$14,000,000","$239,606,210",Crocodile Dundee 2
"$70,001,698",12/20/1989,"$14,000,000","$70,001,698",Born on the Fourth of July
"$68,856,263",10/1/1993,"$14,000,000","$155,056,263",Cool Runnings
"$61,356,221",1/12/2007,"$14,000,000","$75,525,718",Stomp the Yard
"$51,545,952",1/16/2009,"$14,000,000","$102,836,002",My Bloody Valentine
"$49,130,588",8/31/2012,"$14,000,000","$82,925,064",The Possession
"$47,212,904",10/22/1982,"$14,000,000","$125,212,904",First Blood
"$46,800,000",7/13/1977,"$14,000,000","$185,400,000",The Spy Who Loved Me
"$38,116,707",9/25/1998,"$14,000,000","$72,571,864",Urban Legend
"$35,856,053",12/9/1981,"$14,000,000","$35,856,053",Taps
"$35,025,791",2/24/2012,"$14,000,000","$35,579,177",Tyler Perry's Good Deeds
"$34,729,091",1/18/1991,"$14,000,000","$34,729,091",White Fang
"$34,700,000",12/21/1988,"$14,000,000","$34,700,000",Dangerous Liaisons
"$30,628,981",10/8/1999,"$14,000,000","$30,628,981",Superstar
"$29,959,436",12/30/2011,"$14,000,000","$115,592,104",The Iron Lady
"$27,450,453",7/23/1993,"$14,000,000","$27,450,453",Poetic Justice
"$25,571,351",10/4/2002,"$14,000,000","$25,608,779",Jonah: A VeggieTales Movie
"$25,482,931",3/8/2002,"$14,000,000","$25,873,145",All About the Benjamins
"$25,011,000",6/17/1977,"$14,000,000","$25,011,000",Exorcist II: The Heretic
"$20,255,281",3/12/2010,"$14,000,000","$21,410,546",Our Family Wedding
"$19,637,147",10/27/1995,"$14,000,000","$19,637,147",Vampire in Brooklyn
"$16,298,046",5/5/2006,"$14,000,000","$30,443,277",An American Haunting
"$15,549,702",8/22/2003,"$14,000,000","$15,549,702",My Boss's Daughter
"$15,515,460",8/7/2009,"$14,000,000","$22,815,460",A Perfect Getaway
"$15,171,475",10/25/1996,"$14,000,000","$15,171,475",Thinner
"$15,064,948",8/21/1998,"$14,000,000","$15,064,948",Dead Man on Campus
"$14,395,874",5/14/1999,"$14,000,000","$14,395,874",Tea with Mussolini
"$13,800,000",6/22/1977,"$14,000,000","$13,800,000","New York, New York"
"$13,121,555",4/26/2002,"$14,000,000","$16,951,798",Jason X
"$13,024,170",5/13/1994,"$14,000,000","$13,024,170",Crooklyn
"$12,559,771",3/16/2007,"$14,000,000","$13,205,411",I Think I Love My Wife
"$12,314,651",2/20/2015,"$14,000,000","$12,452,601",Hot Tub Time Machine 2
"$11,242,801",11/17/2006,"$14,000,000","$20,597,806",Bobby
"$10,397,365",2/2/2001,"$14,000,000","$10,397,365",Head Over Heels
"$9,409,538",10/26/2012,"$14,000,000","$11,166,615",Fun Size 
"$6,552,255",4/23/1999,"$14,000,000","$6,552,255",Lost and Found
"$5,990,075",11/30/2007,"$14,000,000","$22,754,472",Le Scaphandre et le Papillon
"$5,463,019",10/6/2006,"$14,000,000","$14,121,177",Little Children
"$5,108,820",4/21/2000,"$14,000,000","$12,591,270",Gossip
"$4,741,987",3/26/1999,"$14,000,000","$4,741,987",A Walk on the Moon
"$4,702,420",10/23/2015,"$14,000,000","$34,044,909",Suffragette
"$4,299,773",10/27/2006,"$14,000,000","$5,782,198",Catch a Fire
"$3,958,546",12/19/2014,"$14,000,000","$25,187,026",Mr. Turner
"$3,100,650",9/7/2001,"$14,000,000","$4,288,246",Soul Survivors
"$2,656,784",5/22/2009,"$14,000,000","$20,537,741",Easy Virtue
"$2,461,628",3/31/1995,"$14,000,000","$2,461,628",Jefferson in Paris
"$1,755,212",8/6/2010,"$14,000,000","$1,755,212",Flipped
"$1,000,000",1/1/1978,"$14,000,000","$1,000,000",Caravans
"$403,952",6/25/2010,"$14,000,000","$1,903,952",Les herbes folles
"$274,299",1/24/2003,"$14,000,000","$274,299",Amen
"$266,967",9/26/2008,"$14,000,000","$266,967",The Lucky Ones
"$47,185",9/30/2011,"$14,000,000","$623,292",Margaret
$0,11/1/2016,"$14,000,000","$11,354,230",Reign of Assassins
$0,10/27/2009,"$14,000,000","$1,553,556",Stan Helsing: A Parody
"$83,043,761",12/9/2005,"$13,900,000","$177,012,173",Brokeback Mountain
"$56,598,476",7/1/1995,"$13,700,000","$56,598,476",Clueless
"$135,265,915",3/30/1990,"$13,500,000","$202,000,000",Teenage Mutant Ninja Turtles
"$80,000,000",10/5/1956,"$13,500,000","$80,000,000",The Ten Commandments
"$15,901,849",11/8/2002,"$13,500,000","$29,027,914",Far From Heaven
"$15,024,049",10/12/2012,"$13,500,000","$33,035,736",Seven Psychopaths
"$7,060,876",11/22/2000,"$13,500,000","$11,732,088",Quills
"$6,118,683",1/29/1982,"$13,500,000","$6,118,683",The Border
"$5,501,940",2/18/2005,"$13,500,000","$93,631,744",Der Untergang
"$687,081",3/2/2001,"$13,500,000","$892,506",The Caveman's Valentine
"$164,247",4/1/2011,"$13,400,000","$164,247",The Last Godfather
"$2,614,251",4/4/2014,"$13,300,000","$7,229,933",Under the Skin
"$2,086,345",12/17/2004,"$13,300,000","$39,686,345",Mar adentro
"$52,543,632",9/12/2014,"$13,200,000","$54,323,210",No Good Deed
"$123,922,370",12/23/1987,"$13,000,000","$123,922,370",Good Morning Vietnam
"$106,954,678",12/3/2010,"$13,000,000","$331,266,710",Black Swan
"$91,038,276",1/12/2001,"$13,000,000","$122,244,329",Save the Last Dance
"$73,013,910",2/9/2011,"$13,000,000","$99,034,125",Justin Bieber: Never Say Never
"$61,705,123",3/16/2016,"$13,000,000","$73,798,720",Miracles from Heaven
"$60,008,303",2/11/2000,"$13,000,000","$62,452,927",Snow Day
"$57,924,679",1/23/2004,"$13,000,000","$95,638,592",The Butterfly Effect
"$57,300,000",12/11/1974,"$13,000,000","$57,300,000",The Godfather: Part II
"$55,121,623",6/24/2016,"$13,000,000","$118,888,025",The Shallows
"$53,424,681",7/17/1987,"$13,000,000","$53,424,681",RoboCop
"$49,369,899",8/19/1988,"$13,000,000","$49,369,899",A Nightmare on Elm Street 4: The Dream Master
"$49,121,934",11/21/2007,"$13,000,000","$49,733,545",This Christmas
"$48,637,684",2/14/2014,"$13,000,000","$50,445,860",About Last Night
"$46,729,374",12/15/2000,"$13,000,000","$73,180,297","Dude, Where's My Car?"
"$44,726,644",8/12/1988,"$13,000,000","$44,726,644",Young Guns
"$44,137,712",10/10/2014,"$13,000,000","$54,837,234",St. Vincent
"$38,934,842",7/2/2014,"$13,000,000","$42,174,545",Earth to Echo
"$38,177,966",3/31/1999,"$13,000,000","$60,414,025",Ten Things I Hate About You
"$28,972,187",5/10/2002,"$13,000,000","$28,972,187",The New Guy
"$27,979,399",2/5/1993,"$13,000,000","$27,979,399",Loaded Weapon 1
"$27,151,490",3/12/1999,"$13,000,000","$27,151,490",Baby Geniuses
"$27,066,941",4/24/1998,"$13,000,000","$27,066,941",The Big Hit
"$26,904,572",11/9/1990,"$13,000,000","$34,166,572",Child's Play 2
"$26,570,048",7/10/1996,"$13,000,000","$26,570,048",Harriet the Spy
"$25,682,380",3/1/2013,"$13,000,000","$42,195,766",21 and Over
"$25,593,755",11/21/2007,"$13,000,000","$57,189,408",The Mist
"$25,440,971",4/10/2015,"$13,000,000","$38,976,797",Ex Machina
"$22,858,926",10/29/1999,"$13,000,000","$32,382,381",Being John Malkovich
"$22,235,901",9/7/2001,"$13,000,000","$22,391,450",Two Can Play That Game
"$18,704,596",3/11/2016,"$13,000,000","$34,916,128",Eye in the Sky
"$18,007,317",3/22/2013,"$13,000,000","$18,733,666",Admission
"$17,742,948",9/21/2012,"$13,000,000","$33,069,303",The Perks of Being a Wallflower
"$16,929,123",6/29/2001,"$13,000,000","$19,929,123",crazy/beautiful
"$16,757,163",8/28/1998,"$13,000,000","$16,757,163",54
"$14,677,674",10/16/2015,"$13,000,000","$36,262,783",Room
"$13,756,082",12/20/2006,"$13,000,000","$67,867,998",Letters from Iwo Jima
"$12,749,992",5/29/2009,"$13,000,000","$109,421,911",Mn som hatar kvinnor
"$11,003,643",2/23/2007,"$13,000,000","$11,141,213",The Astronaut Farmer
"$10,020,081",6/12/1998,"$13,000,000","$10,020,081",Dirty Work
"$8,064,972",5/8/1998,"$13,000,000","$8,064,972",Woo
"$7,881,335",4/13/1994,"$13,000,000","$7,881,335",Serial Mom
"$6,276,869",8/4/1999,"$13,000,000","$6,276,869",Dick
"$5,871,603",11/10/1999,"$13,000,000","$5,871,603",Light It Up
"$5,002,310",8/24/2001,"$13,000,000","$5,002,310",Bubble Boy
"$4,919,896",2/1/2002,"$13,000,000","$8,130,727",Birthday Girl
"$4,857,374",5/4/2007,"$13,000,000","$5,175,088","Paris, je t'aime"
"$3,172,382",8/24/2007,"$13,000,000","$3,260,555",Resurrecting the Champ
"$3,075,255",3/26/2010,"$13,000,000","$11,831,131",Chloe
"$3,058,380",3/2/2001,"$13,000,000","$3,058,380",The Widow of St. Pierre
"$2,104,439",4/5/1996,"$13,000,000","$2,104,439",Faithful
"$2,087,720",2/26/2010,"$13,000,000","$19,910,624",Un Prophte
"$2,037,459",12/3/2010,"$13,000,000","$23,014,027","I Love You, Phillip Morris"
"$1,784,763",7/24/2015,"$13,000,000","$12,986,189",The Vatican Tapes
"$1,173,673",3/17/2006,"$13,000,000","$2,898,225",Find Me Guilty
"$1,152,117",5/14/1993,"$13,000,000","$1,152,117",Excessive Force
"$1,151,330",10/13/2006,"$13,000,000","$2,613,717",Infamous
"$1,024,175",7/29/2011,"$13,000,000","$6,459,183",Attack the Block
"$656,688",8/14/2015,"$13,000,000","$17,856,688",Brothers
"$622,023",12/29/2000,"$13,000,000","$1,375,635",The Claim
"$303,877",12/23/2011,"$13,000,000","$509,193",In The Land of Blood and Honey
"$217,277",6/18/2010,"$13,000,000","$3,617,277",The Killer Inside Me
$0,3/30/2012,"$13,000,000",$0,Womb
"$51,872,378",3/15/2013,"$12,800,000","$69,821,476",The Call
"$1,022,720",8/5/2016,"$12,700,000","$49,362,764",Operation Chromite
"$28,436,931",7/12/2002,"$12,500,000","$33,436,931",Crocodile Hunter: Collision Course
"$26,593,646",9/3/2010,"$12,500,000","$46,370,970",Machete
"$21,078,145",12/19/2002,"$12,500,000","$23,367,586",Antwone Fisher
"$20,959,585",2/12/1982,"$12,500,000","$20,959,585",La Guerre du feu
"$14,060,950",11/22/2002,"$12,500,000","$16,193,713",The Emperor's Club
"$12,281,000",9/10/1993,"$12,500,000","$12,309,980",True Romance
"$11,965,282",9/11/2009,"$12,500,000","$26,735,797",Sorority Row
"$10,725,228",9/30/1992,"$12,500,000","$10,725,228",Glengarry Glen Ross
"$9,046,156",11/7/2008,"$12,500,000","$44,083,403",The Boy in the Striped Pajamas
"$7,000,000",4/2/1982,"$12,500,000","$21,000,000",Cat People
"$7,000,000",5/25/1979,"$12,500,000","$7,000,000",The Prisoner of Zenda
"$6,797,696",10/15/2010,"$12,500,000","$11,826,980",Conviction
"$5,956,480",10/12/2007,"$12,500,000","$11,277,119",Lars and the Real Girl
"$4,360,548",5/21/2010,"$12,500,000","$4,360,548",Solitary Man
"$4,157,491",9/22/2000,"$12,500,000","$45,557,491",Dancer in the Dark
"$2,039,869",12/17/2010,"$12,500,000","$2,272,186",Casino Jack
"$1,612,957",12/31/1997,"$12,500,000","$1,612,957",Oscar and Lucinda
"$1,212,799",11/1/1996,"$12,500,000","$1,412,799",The Funeral
"$1,110,186",9/3/2004,"$12,500,000","$69,826,708",Tae Guik Gi: The Brotherhood of War
"$1,089,445",4/16/2010,"$12,500,000","$3,931,367",The Perfect Game
"$292,562",3/1/2013,"$12,500,000","$9,376,444",Ernest et Celestine
"$10,011",5/4/2012,"$12,500,000","$1,100,287",A Little Bit of Heaven
"$48,092,846",11/18/1988,"$12,300,000","$81,972,846",The Land Before Time
"$260,000,000",6/20/1975,"$12,000,000","$470,700,000",Jaws
"$202,347,346",12/26/1973,"$12,000,000","$400,214,478",The Exorcist
"$124,872,350",6/6/2014,"$12,000,000","$307,166,834",The Fault in Our Stars
"$101,800,948",7/9/1999,"$12,000,000","$234,723,148",American Pie
"$91,547,205",4/20/2012,"$12,000,000","$113,373,764",Think Like a Man
"$91,386,097",4/16/2014,"$12,000,000","$100,919,111",Heaven is for Real
"$79,817,937",12/12/1986,"$12,000,000","$79,817,937",The Golden Child
"$78,912,963",6/4/1982,"$12,000,000","$95,800,000",Star Trek II: The Wrath of Khan
"$75,781,642",9/13/2002,"$12,000,000","$77,063,461",Barbershop
"$74,433,837",6/3/1983,"$12,000,000","$74,433,837",WarGames
"$72,217,396",2/4/1994,"$12,000,000","$107,217,396",Ace Ventura: Pet Detective
"$70,012,847",2/24/2012,"$12,000,000","$82,497,035",Act of Valor
"$65,532,576",2/8/1985,"$12,000,000","$65,532,576",Witness
"$65,328,121",8/11/2006,"$12,000,000","$110,989,157",Step Up
"$64,575,175",2/3/2012,"$12,000,000","$123,681,790",Chronicle
"$63,118,386",12/20/1996,"$12,000,000","$63,118,386",Beavis and Butt-head Do America
"$62,500,000",1/1/1970,"$12,000,000","$62,500,000",Patton
"$54,731,865",3/2/2012,"$12,000,000","$103,028,188",Project X
"$39,673,162",12/25/1997,"$12,000,000","$74,727,492",Jackie Brown
"$39,012,241",11/18/1983,"$12,000,000","$39,012,241",Yentl
"$38,108,728",4/25/2008,"$12,000,000","$43,353,117",Harold & Kumar Escape from Guantanamo Bay
"$37,709,979",11/22/2013,"$12,000,000","$98,963,392",Philomena
"$37,400,000",11/6/1981,"$12,000,000","$37,400,000",Time Bandits
"$37,188,667",2/15/2002,"$12,000,000","$57,000,000",Crossroads
"$32,000,304",7/24/2015,"$12,000,000","$85,512,300",Paper Towns
"$31,691,811",10/10/2008,"$12,000,000","$41,924,774",Quarantine
"$31,597,131",8/21/2002,"$12,000,000","$52,223,306",One Hour Photo
"$31,418,697",2/1/2008,"$12,000,000","$57,577,765",The Eye
"$31,203,964",4/7/2004,"$12,000,000","$31,286,759",Johnson Family Vacation
"$31,155,435",12/21/2001,"$12,000,000","$31,222,395",How High
"$30,000,000",10/7/1960,"$12,000,000","$60,000,000",Spartacus
"$27,838,408",9/1/2006,"$12,000,000","$43,924,923",Crank
"$27,281,507",12/11/1992,"$12,000,000","$27,281,507",The Muppet Christmas Carol
"$27,007,844",8/12/2016,"$12,000,000","$37,584,304",Hell or High Water
"$25,885,000",10/25/2002,"$12,000,000","$56,131,239",Frida
"$25,326,071",7/5/2012,"$12,000,000","$32,700,439",Katy Perry: Part of Me
"$25,317,379",12/12/2014,"$12,000,000","$25,514,848",Top Five
"$22,921,898",9/11/1998,"$12,000,000","$22,921,898",Rounders
"$22,744,718",4/28/1967,"$12,000,000","$41,744,718",Casino Royale
"$22,673,340",6/15/1979,"$12,000,000","$22,673,340",Prophecy
"$22,348,241",1/30/2015,"$12,000,000","$32,248,241",Project Almanac
"$21,540,363",5/14/2010,"$12,000,000","$21,867,665",Just Wright
"$21,133,087",9/10/1999,"$12,000,000","$21,133,087",A Stir of Echoes
"$21,089,146",1/13/1995,"$12,000,000","$21,089,146",Tales from the Crypt: Demon Knight
"$19,000,000",1/1/1978,"$12,000,000","$19,000,000",The Boys from Brazil
"$18,761,993",3/11/2005,"$12,000,000","$28,915,761",The Upside of Anger
"$18,597,342",3/3/2006,"$12,000,000","$22,978,953",Aquamarine
"$17,654,912",11/15/2013,"$12,000,000","$24,761,360",Nebraska
"$17,321,573",1/9/2004,"$12,000,000","$17,322,212",My Baby's Daddy
"$17,292,381",10/5/2001,"$12,000,000","$17,292,381",Max Keeble's Big Move
"$16,311,571",12/9/2011,"$12,000,000","$22,750,356",Young Adult
"$15,323,921",11/1/2013,"$12,000,000","$89,309,178",About Time
"$14,010,363",8/6/1997,"$12,000,000","$14,010,363",Def Jam's How To Be a Player
"$12,905,901",10/30/1998,"$12,000,000","$12,905,901",Living Out Loud
"$12,796,861",10/3/2008,"$12,000,000","$17,475,475",Rachel Getting Married
"$12,200,000",3/20/1981,"$12,000,000","$44,200,000",The Postman Always Rings Twice
"$11,634,362",12/12/2003,"$12,000,000","$43,281,552",Girl with a Pearl Earring
"$11,487,676",2/10/1982,"$12,000,000","$84,970,337",Das Boot
"$11,050,094",12/3/2004,"$12,000,000","$92,863,945",House of Flying Daggers
"$10,198,766",3/22/2002,"$12,000,000","$12,516,222",Sorority Boys
"$8,195,551",12/5/2008,"$12,000,000","$8,942,516",Cadillac Records
"$7,919,574",9/14/2012,"$12,000,000","$35,830,713",Arbitrage
"$7,900,000",10/24/1960,"$12,000,000","$7,900,000",The Alamo
"$6,982,680",5/12/2000,"$12,000,000","$6,982,680",Screwed
"$6,860,000",10/20/2006,"$12,000,000","$8,706,701",Running With Scissors
"$6,730,578",9/3/1993,"$12,000,000","$46,730,578",Fortress
"$5,669,081",6/1/2012,"$12,000,000","$10,026,255",For Greater Glory
"$5,549,923",11/17/2006,"$12,000,000","$5,549,923",For Your Consideration
"$5,170,045",4/21/2017,"$12,000,000","$6,870,045",Unforgettable
"$5,078,660",11/20/1998,"$12,000,000","$6,200,000",Celebrity
"$4,922,166",6/20/2003,"$12,000,000","$4,922,166",From Justin to Kelly
"$4,884,663",6/6/1986,"$12,000,000","$4,984,663",Invaders from Mars
"$4,880,941",3/22/1996,"$12,000,000","$4,880,941",Girl 6
"$4,717,455",10/22/2003,"$12,000,000","$23,693,646",In the Cut
"$3,950,294",2/22/2008,"$12,000,000","$5,295,909",Charlie Bartlett
"$3,149,034",2/13/2009,"$12,000,000","$16,349,034",Two Lovers
"$2,883,879",11/15/2013,"$12,000,000","$29,549,145",La grande bellezza
"$2,326,407",2/15/2002,"$12,000,000","$2,326,407",Last Orders
"$2,201,923",3/9/2007,"$12,000,000","$92,618,117",Gwoemul
"$2,104,164",11/13/1981,"$12,000,000","$2,104,164",The Pursuit of D.B. Cooper
"$2,062,406",3/19/1999,"$12,000,000","$2,062,406",Ravenous
"$1,779,284",6/14/2002,"$12,000,000","$1,779,284",The Dangerous Lives of Altar Boys
"$1,703,125",3/1/2013,"$12,000,000","$12,079,308",Stoker
"$1,506,998",3/7/2008,"$12,000,000","$2,975,188",Married Life
"$1,442,338",8/5/2005,"$12,000,000","$19,287,485",2046
"$1,188,194",3/11/2011,"$12,000,000","$1,188,194",Kill the Irishman
"$870,067",9/30/2005,"$12,000,000","$994,790",Duma
"$793,352",4/20/2012,"$12,000,000","$1,200,346",Darling Companion
"$550,472",6/4/2010,"$12,000,000","$557,545",Ondine
"$450,594",7/20/2001,"$12,000,000","$450,594",Brother
"$378,650",10/4/2002,"$12,000,000","$378,650",Welcome to Collinwood
"$303,439",4/18/2008,"$12,000,000","$7,203,439",Life Before Her Eyes
"$220,175",10/31/1997,"$12,000,000","$220,175",Critical Care
"$214,202",9/28/2007,"$12,000,000","$1,513,388",Trade
"$196,857",1/6/2006,"$12,000,000","$196,857",Fateless
"$190,946",9/3/2010,"$12,000,000","$310,946",San qiang pai an jing qi
"$178,287",9/17/1999,"$12,000,000","$178,287",Breakfast of Champions
"$146,028",3/9/2001,"$12,000,000","$622,273",Company Man
"$122,558",11/7/2009,"$12,000,000","$20,122,558",Nanjing! Nanjing!
"$17,484",10/9/2015,"$12,000,000","$6,553,186",Trash
"$17,479",8/19/2011,"$12,000,000","$87,793",5 Days of War
"$14,616",11/11/2015,"$12,000,000","$14,616",10 Days in a Madhouse
$0,4/7/2009,"$12,000,000","$5,400,624",1612
$0,12/31/2011,"$12,000,000","$1,828,400",Tu Xia Chuan Qi
$0,6/5/2009,"$12,000,000","$1,620,056",Home
$0,2/10/2010,"$12,000,000","$1,595,168",Triangle
$0,10/19/2013,"$12,000,000",$0,Supesu Batorushippu Yamato
$0,10/3/2014,"$12,000,000",$0,Drive Hard
$0,10/30/2015,"$12,000,000",$0,Dancin' It's On
$0,12/31/2015,"$12,000,000",$0,San cheng ji
"$2,022,115",9/23/2016,"$11,900,000","$24,041,617",The Dressmaker
"$81,897",12/10/1999,"$11,900,000","$81,897",Diamonds
"$48,856",3/20/1998,"$11,900,000","$48,856",Madadayo
"$57,469,179",4/21/1989,"$11,500,000","$57,469,179",Pet Sematary
"$35,593,113",1/22/2016,"$11,500,000","$99,930,262",Dirty Grandpa
$0,11/27/2009,"$11,500,000",$0,The Cry of the Owl
"$15,000",10/9/2009,"$11,400,000","$29,830,239",St. Trinian's
"$460,998,007",5/25/1977,"$11,000,000","$786,598,007",Star Wars Ep. IV: A New Hope
"$148,168,459",6/8/1984,"$11,000,000","$148,168,459",Gremlins
"$111,721,000",12/22/1965,"$11,000,000","$111,859,493",Doctor Zhivago
"$93,617,009",12/10/2010,"$11,000,000","$129,262,388",The Fighter
"$90,559,416",10/24/2008,"$11,000,000","$274,392,880",High School Musical 3: Senior Year
"$72,778,712",9/22/2006,"$11,000,000","$85,278,712",Jackass: Number Two
"$52,929,168",3/13/1992,"$11,000,000","$52,929,168",My Cousin Vinny
"$50,474,843",8/22/2014,"$11,000,000","$78,356,170",If I Stay
"$49,793,054",4/7/1989,"$11,000,000","$49,793,054",Major League
"$46,566,212",4/4/2003,"$11,000,000","$97,837,138",Phone Booth
"$41,227,069",1/25/2002,"$11,000,000","$46,060,915",A Walk to Remember
"$39,387,284",12/29/1995,"$11,000,000","$83,088,295",Dead Man Walking
"$38,322,743",11/4/2015,"$11,000,000","$62,076,141",Brooklyn
"$38,230,075",3/5/1999,"$11,000,000","$75,803,716",Cruel Intentions
"$37,770,162",10/17/2008,"$11,000,000","$39,984,023",The Secret Life of Bees
"$33,307,793",4/1/2015,"$11,000,000","$56,758,138",Woman in Gold
"$31,672,000",6/12/1981,"$11,000,000","$31,672,000",History of the World: Part I
"$27,693,292",10/23/2009,"$11,000,000","$69,752,402",Saw VI
"$23,978,402",10/12/2001,"$11,000,000","$25,116,103",Corky Romano
"$21,171,695",8/7/1992,"$11,000,000","$21,171,695",Raising Cain
"$20,388,920",4/13/1978,"$11,000,000","$20,388,920",F.I.S.T
"$20,000,000",1/1/1975,"$11,000,000","$20,169,934",Barry Lyndon
"$18,388,357",1/11/2013,"$11,000,000","$56,178,935",Quartet
"$13,906,394",11/21/2001,"$11,000,000","$14,786,394",Out Cold
"$13,592,872",10/13/2000,"$11,000,000","$13,719,474",The Ladies Man
"$13,558,739",3/30/2001,"$11,000,000","$13,558,739",Tomcats
"$13,248,209",12/6/2013,"$11,000,000","$32,943,247",Inside Llewyn Davis
"$13,110,448",4/12/2002,"$11,000,000","$19,947,280",Frailty
"$11,502,976",2/19/1993,"$11,000,000","$21,502,976",Army of Darkness
"$10,214,647",11/12/2004,"$11,000,000","$13,000,959",Kinsey
"$9,170,214",12/25/1993,"$11,000,000","$9,170,214",What's Eating Gilbert Grape
"$4,814,244",2/1/2002,"$11,000,000","$4,814,244",Slackers
"$4,068,087",9/26/2003,"$11,000,000","$4,234,355",The Gospel of John
"$3,753,806",10/10/2004,"$11,000,000","$13,353,855",Vera Drake
"$3,051,221",1/31/2003,"$11,000,000","$24,150,550",The Guru
"$2,844,379",12/14/1995,"$11,000,000","$2,844,379",Othello
"$2,794,056",5/12/1995,"$11,000,000","$2,794,056",The Perez Family
"$2,200,000",1/1/1970,"$11,000,000","$2,200,000",The Molly Maguires
"$2,000,000",1/1/1991,"$11,000,000","$2,000,000",Return to the Blue Lagoon
"$551,002",9/7/2007,"$11,000,000","$3,231,251",Romance and Cigarettes
"$355,968",11/10/2006,"$11,000,000","$6,586,324",Copying Beethoven
"$229,653",8/26/2011,"$11,000,000","$229,653",Brighton Rock
"$61,611",11/16/2012,"$11,000,000","$25,307,405",Le prnom
